link,address,price,price_num,beds,bath,cars,suburb
https://www.realestate.com.au/property-apartment-nsw-strathfield-425566338,"142/20-34 ALBERT RD, Strathfield, NSW 2135",$640 per week,640.0,2,2,0,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-422477542,"50/5-7 Beresford Road, Strathfield, NSW 2135",Deposit taken,,2,2,1,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-421942842,"5 Albert Rd, Strathfield, NSW 2135",$650 per week,650.0,2,2,1,strathfield
https://www.realestate.com.au/property-unit-nsw-strathfield-425610894,"12/2-8 BERESFORD ROAD, Strathfield, NSW 2135",650-670,,2,2,1,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-422337122,"38 Albert Road, Strathfield, NSW 2135",$650 per week,650.0,2,2,1,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-425533162,"308/29 Morwick Street, Strathfield, NSW 2135",$720,720.0,2,2,1,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-425646070,"17 Thomas Street, Strathfield, NSW 2135",By Negotiation $675 - $785 Per Week,730.0,4,1,2,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-425684646,"505/29 Morwick Street, Strathfield, NSW 2135",$720,720.0,2,2,1,strathfield
https://www.realestate.com.au/property-unit-nsw-strathfield-425623646,"142/20-34 Albert Rd, Strathfield, NSW 2135",$680 per week,680.0,2,2,2,strathfield
https://www.realestate.com.au/property-unit-nsw-strathfield-424491746,"802/9-13 Parnell Street, Strathfield, NSW 2135",$680 per week,680.0,2,2,1,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-425660502,"303/29 Morwick Street, Strathfield, NSW 2135",$730,730.0,2,2,1,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-423188546,"604/29 Morwick Street, Strathfield, NSW 2135",$740,740.0,2,2,1,strathfield
https://www.realestate.com.au/property-townhouse-nsw-strathfield-425662934,"101 Wentworth Road, Strathfield, NSW 2135",$700 / Wk,700.0,3,2,2,strathfield
https://www.realestate.com.au/property-townhouse-nsw-strathfield-425566918,"5/52 Beresford Rd, Strathfield, NSW 2135",$700 per week,700.0,3,2,2,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-425464730,"6 Pemberton Street, Strathfield, NSW 2135",$700 / Wk,700.0,3,1,2,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-424506550,"96 Arthur Street, Strathfield, NSW 2135",$700-$750 per week,,4,1,2,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-425365194,"901/29 Morwick Street, Strathfield, NSW 2135",$760,760.0,2,2,1,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-425584434,"2/66 Beresford Road, Strathfield, NSW 2135",$720 - $850 Per Week,785.0,3,2,2,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-425472386,"12 Myall Crescent, Strathfield, NSW 2135",...$720 - $840 per week,780.0,4,3,2,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-420044246,"401/8 Parramatta Rd, Strathfield, NSW 2135",Deposit Taken!!,,3,2,1,strathfield
https://www.realestate.com.au/property-unit-nsw-strathfield-416661001,"30/38-40 Albert Road, Strathfield, NSW 2135",$790 Weekly,790.0,3,2,1,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-425687962,"807/9-13 Parnell Street, Strathfield, NSW 2135",$780,780.0,2,2,1,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-422673486,"20A Mount Street, Strathfield, NSW 2135",$750 per week,750.0,4,2,0,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-405886591,"32 Wilson Street, Strathfield, NSW 2135",$750 / Wk,750.0,3,1,2,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-425641850,"12 Emu Street, Strathfield, NSW 2135",$750 per week,750.0,4,2,1,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-425588758,"4/1 Clarence St, Strathfield, NSW 2135",$750 per week,750.0,3,2,1,strathfield
https://www.realestate.com.au/property-townhouse-nsw-strathfield-425577966,"5/379 Liverpool Road, Strathfield, NSW 2135",Deposit Taken,,3,2,1,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-423565686,"507/9-13 Parnell Street, Strathfield, NSW 2135",$750,750.0,2,2,1,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-423083822,"1104/29 Morwick Street, Strathfield, NSW 2135",$800,800.0,2,2,1,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-425661290,"24/84-86 Albert Rd, Strathfield, NSW 2135",$760,760.0,3,2,1,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-425659354,"12/1-3 BERESFORD ROAD, Strathfield, NSW 2135",$790 per week,790.0,3,2,2,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-423850146,"4/3 Elva Street, Strathfield, NSW 2135",$790 / Wk,790.0,3,2,2,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-425176798,"40 Rickard Road, Strathfield, NSW 2135",$795 per week,795.0,4,2,2,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-425647654,"503/3-7 Albert Road, Strathfield, NSW 2135",$800 / Wk,800.0,3,2,1,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-425604530,"10 Eve Street, Strathfield, NSW 2135",Deposit taken in 1 Day by Seeto RE  8095 7799,5298.333333333333,5,2,1,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-425479942,"10 Eve St, Strathfield, NSW 2135",$800 per week,800.0,5,2,1,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-425409934,"27 Philip Street, Strathfield, NSW 2135",$820,820.0,4,1,3,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-420419998,"./6 Parnell Street, Strathfield, NSW 2135",$870,870.0,4,1,4,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-425473914,"27 Cross Street, Strathfield, NSW 2135",$830 per week,830.0,5,2,1,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-423317898,"13/20 Homebush Road, Strathfield, NSW 2135",$900,900.0,3,2,2,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-415823537,"Strathfield, address available on request",$850 per week,850.0,5,2,0,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-425439290,"222 Homebush Road, Strathfield, NSW 2135",DEPOSIT TAKEN,,4,2,4,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-425196422,"190 Albert Road, Strathfield, NSW 2135",$900,900.0,4,2,2,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-425188694,"19 Thomas Street, Strathfield, NSW 2135",...$850 - $950 Per Week,900.0,5,3,4,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-425670306,"3 Hunter Street, Strathfield, NSW 2135",$950 per week,950.0,5,2,1,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-413207723,"23 Manson Rd, Strathfield, NSW 2135",$900 per week,900.0,4,2,1,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-425623802,"66 Newton Road, Strathfield, NSW 2135",$900 to $950,925.0,4,2,2,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-425608582,"7 Emu Street, Strathfield, NSW 2135",$950,950.0,4,2,2,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-425455318,"27 Wakeford Road, Strathfield, NSW 2135",Deposit Taken,,4,3,2,strathfield
https://www.realestate.com.au/property-apartment-nsw-strathfield-424699010,"42/38-40 Albert Rd, Strathfield, NSW 2135",$990 per week,990.0,3,2,2,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-422099990,"128 Wallis Avenue, Strathfield, NSW 2135",$999 Neg per week,999.0,3,2,4,strathfield
https://www.realestate.com.au/property-townhouse-nsw-strathfield-425493870,"35 Fairway Circuit, Strathfield, NSW 2135",Deposit Taken,,4,3,2,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-425306210,"79  High Street, Strathfield, NSW 2135","$1,200.00",0.0,5,3,3,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-424999790,"3 Noble Ave, Strathfield, NSW 2135",$1250,1250.0,4,3,2,strathfield
https://www.realestate.com.au/property-house-nsw-strathfield-425473942,"98 REDMYRE ROAD, Strathfield, NSW 2135",$1500.00-$1700.00,750.0,5,3,7,strathfield
